Disease	Disease_name	Orphan	Predicted_MGI	MGI_name	MGI_entrez	Genetic_location	Human	score
OMIM:300071	congenital stationary night blindness 2A	No	MGI:2177742	HPS4, biogenesis of lysosomal organelles complex 3 subunit 2	192232	Chr5 54.69 cM		0.36
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:5491174					0.84
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:109484	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	22631	Chr15 14.56 cM		0.81
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:2385632					0.76
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:5308397					0.69
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:3845879					0.67
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:88459	collagen, type VI, alpha 1	12833	Chr10 39.71 cM		0.66
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:101884	peroxisome proliferator activator receptor delta	19015	Chr17 14.64 cM		0.65
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:1278336	cyclin-dependent kinase-like 5	382253	ChrX 73.95 cM		0.59
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:109448	cripto, FRL-1, cryptic family 1	12627	Chr1 13.34 cM		0.54
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:1337080	nuclear receptor co-repressor 2	20602	Chr5 63.96 cM		0.52
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:1097716	aristaless related homeobox	11878	ChrX 41.05 cM		0.51
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:98475	tachykinin receptor 1	21336	Chr6 35.94 cM		0.47
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:5441844					0.45
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:95747	glycine receptor, alpha 1 subunit	14654	Chr11 33.12 cM		0.41
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:1334444	zinc finger protein, multitype 2	22762	Chr15 15.74 cM		0.37
OMIM:300088	early infantile epileptic encephalopathy	No	MGI:3522243					0.36
OMIM:300100	adrenoleukodystrophy	No	MGI:1277151	synuclein, alpha	20617	Chr6 29.15 cM		0.79
OMIM:300100	adrenoleukodystrophy	No	MGI:107387	aquaporin 4	11829	Chr18 8.74 cM		0.68
OMIM:300100	adrenoleukodystrophy	No	MGI:3695125					0.6
OMIM:300100	adrenoleukodystrophy	No	MGI:4459093					0.55
OMIM:300100	adrenoleukodystrophy	No	MGI:5573193					0.48
OMIM:300100	adrenoleukodystrophy	No	MGI:95661	GATA binding protein 1	14460	ChrX 3.59 cM		0.42
OMIM:300100	adrenoleukodystrophy	No	MGI:88283	serine (or cysteine) peptidase inhibitor, clade H, member 1	12406	Chr7 54.07 cM		0.37
OMIM:300100	adrenoleukodystrophy	No	MGI:5699309					0.35
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:1916060	nexilin	68810	Chr3 77.07 cM		0.82
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:3653675					0.76
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:99260	protein kinase C, iota	18759	Chr3 14.65 cM		0.75
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:88447	collagen, type XI, alpha 2	12815	Chr17 17.98 cM		0.7
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:5566907					0.67
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:95751	glycine receptor, beta subunit	14658	Chr3 35.71 cM		0.6
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:1890467	VPS35 retromer complex component	65114	Chr8 41.61 cM		0.59
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:94910	dentin matrix protein 1	13406	Chr5 50.61 cM		0.58
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:4355870					0.5
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:5560774					0.49
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:109360	LIM domain only 4	16911	Chr3 68.61 cM		0.42
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:1202386	growth arrest specific 8	104346	Chr8 72.1 cM		0.41
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:97168	msh homeobox 1	17701	Chr5 20.21 cM		0.38
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:4843270					0.37
OMIM:300114	non-syndromic X-linked intellectual disability	No	MGI:109611	desmoplakin	109620	Chr13 18 cM		0.35
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:3053738					0.84
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:5621060					0.83
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:5781127					0.78
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:95526	fibrinogen gamma chain	99571	Chr3 36.94 cM		0.75
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:3802815					0.73
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:1276523	nuclear receptor coactivator 1	17977	Chr12 2.05 cM		0.71
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:5804123					0.6
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:96969	met proto-oncogene	17295	Chr6 7.83 cM		0.58
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:1261819	DNA methyltransferase 3B	13436	Chr2 75.79 cM		0.55
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:103078	sepiapterin reductase	20751	Chr6 37.15 cM		0.51
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:5052378					0.48
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:1928761	solute carrier family 19 (thiamine transporter), member 2	116914	Chr1 71.56 cM		0.47
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:3809242					0.42
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:96794	lamin A	16905	Chr3 38.84 cM		0.4
OMIM:300115	non-syndromic X-linked intellectual disability	No	MGI:1926445					0.39
OMIM:300125	familial hemiplegic migraine	No	MGI:1261423	caspase 8	12370	Chr1 29.19 cM		0.82
OMIM:300125	familial hemiplegic migraine	No	MGI:1277215	Bardet-Biedl syndrome 1 (human)	52028	Chr19 4.14 cM		0.75
OMIM:300125	familial hemiplegic migraine	No	MGI:5311345					0.71
OMIM:300125	familial hemiplegic migraine	No	MGI:3763892					0.59
OMIM:300125	familial hemiplegic migraine	No	MGI:107799	growth arrest and DNA-damage-inducible 45 alpha	13197	Chr6 30.72 cM		0.52
OMIM:300125	familial hemiplegic migraine	No	MGI:1352630	ATP-binding cassette, sub-family C (CFTR/MRP), member 9	20928	Chr6 74.35 cM		0.41
OMIM:300125	familial hemiplegic migraine	No	MGI:3577248					0.39
OMIM:300125	familial hemiplegic migraine	No	MGI:1917976	angiopoietin-like 6	70726	Chr9 7.66 cM		0.38
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:96909	avian musculoaponeurotic fibrosarcoma oncogene homolog	17132	Chr8 62.61 cM		0.83
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:1924809	amylo-1,6-glucosidase, 4-alpha-glucanotransferase	77559	Chr3 50.47 cM		0.8
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:3798957					0.75
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:5909302					0.74
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:1338010	hypermethylated in cancer 1	15248	Chr11 45.76 cM		0.66
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:103557	xeroderma pigmentosum, complementation group C	22591	Chr6 40.55 cM		0.65
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:98331	synaptosomal-associated protein 25	20614	Chr2 67.56 cM		0.64
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:107201	zinc finger protein of the cerebellum 4	22774	Chr9 48.26 cM		0.59
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:96257	perlecan (heparan sulfate proteoglycan 2)	15530	Chr4 69.93 cM		0.57
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:4429400					0.53
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:2443733	ssu-2 homolog (C. elegans)	243612	Chr6 52.2 cM		0.47
OMIM:300143	non-syndromic X-linked intellectual disability	No	MGI:109583	phosphatase and tensin homolog	19211	Chr19 28.14 cM		0.45
OMIM:300147	prostate cancer	No	MGI:96612	integrin beta 3	16416	Chr11 67.84 cM		0.84
OMIM:300147	prostate cancer	No	MGI:1321395	latent transforming growth factor beta binding protein 4	108075	Chr7 15.87 cM		0.83
OMIM:300147	prostate cancer	No	MGI:97169	msh homeobox 2	17702	Chr13 27.84 cM		0.82
OMIM:300147	prostate cancer	No	MGI:98737	thrombospondin 1	21825	Chr2 59.34 cM		0.81
OMIM:300147	prostate cancer	No	MGI:87902	actin, alpha 1, skeletal muscle	11459	Chr8 72.26 cM		0.8
OMIM:300147	prostate cancer	No	MGI:3837441					0.79
OMIM:300147	prostate cancer	No	MGI:1194506	serine (or cysteine) peptidase inhibitor, clade I, member 1	20713	Chr3 33.76 cM		0.78
OMIM:300147	prostate cancer	No	MGI:88190	Braf transforming gene	109880	Chr6 18.43 cM		0.77
OMIM:300147	prostate cancer	No	MGI:5538515					0.76
OMIM:300147	prostate cancer	No	MGI:95664	GATA binding protein 4	14463	Chr14 33.24 cM		0.75
OMIM:300147	prostate cancer	No	MGI:1354953	membrane associated guanylate kinase, WW and PDZ domain containing 2	50791	Chr5 8.6 cM		0.74
OMIM:300147	prostate cancer	No	MGI:98754	tissue inhibitor of metalloproteinase 3	21859	Chr10 42.83 cM		0.73
OMIM:300147	prostate cancer	No	MGI:1330810	transformation related protein 63	22061	Chr16 17.37 cM		0.72
OMIM:300147	prostate cancer	No	MGI:1919241	excision repaiross-complementing rodent repair deficiency, complementation group 8	71991	Chr13 59.69 cM		0.71
OMIM:300147	prostate cancer	No	MGI:3837441					0.7
OMIM:300147	prostate cancer	No	MGI:2653544					0.69
OMIM:300147	prostate cancer	No	MGI:108476	frizzled class receptor 3	14365	Chr14 34.09 cM		0.68
OMIM:300147	prostate cancer	No	MGI:99486	chloride channel, voltage-sensitive 5	12728	ChrX 3.21 cM		0.67
OMIM:300147	prostate cancer	No	MGI:104556	cyclin-dependent kinase inhibitor 1A (P21)	12575	Chr17 15.12 cM		0.66
OMIM:300147	prostate cancer	No	MGI:87902	actin, alpha 1, skeletal muscle	11459	Chr8 72.26 cM		0.65
OMIM:300147	prostate cancer	No	MGI:107899	CD36 molecule	12491	Chr5 8.11 cM		0.64
OMIM:300147	prostate cancer	No	MGI:4353752					0.63
OMIM:300147	prostate cancer	No	MGI:97531	platelet derived growth factor receptor, beta polypeptide	18596	Chr18 34.41 cM		0.62
OMIM:300147	prostate cancer	No	MGI:2153839	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1	12807	Chr3 6.12 cM		0.61
OMIM:300147	prostate cancer	No	MGI:1101355	latent transforming growth factor beta binding protein 3	16998	Chr19 4.34 cM		0.6
OMIM:300147	prostate cancer	No	MGI:95872	glucuronidase, beta	110006	Chr5 68.32 cM		0.59
OMIM:300147	prostate cancer	No	MGI:1934157	intestinal cell kinase	56542	Chr9 43.56 cM		0.58
OMIM:300147	prostate cancer	No	MGI:5909302					0.57
OMIM:300147	prostate cancer	No	MGI:5565216					0.56
OMIM:300147	prostate cancer	No	MGI:102672	runt related transcription factor 3	12399	Chr4 67.19 cM		0.55
OMIM:300147	prostate cancer	No	MGI:5524078					0.54
OMIM:300147	prostate cancer	No	MGI:3833387					0.53
OMIM:300147	prostate cancer	No	MGI:1917976	angiopoietin-like 6	70726	Chr9 7.66 cM		0.52
OMIM:300147	prostate cancer	No	MGI:1096391	neurexin I	18189	Chr17 59.73 cM		0.51
OMIM:300147	prostate cancer	No	MGI:1194497	TGFB-induced factor homeobox 1	21815	Chr17 41.87 cM		0.5
OMIM:300147	prostate cancer	No	MGI:98533					0.49
OMIM:300147	prostate cancer	No	MGI:5516449					0.48
OMIM:300147	prostate cancer	No	MGI:4452507					0.47
OMIM:300147	prostate cancer	No	MGI:2444609	neuroligin 3	245537	ChrX 43.95 cM		0.46
OMIM:300147	prostate cancer	No	MGI:3522243					0.45
OMIM:300147	prostate cancer	No	MGI:2183924	myosin IIIA	667663	Chr2 15.15 cM		0.44
OMIM:300147	prostate cancer	No	MGI:5620180					0.43
OMIM:300147	prostate cancer	No	MGI:1921765	CDK5 regulatory subunit associated protein 1-like 1	68916	Chr13 12.93 cM		0.42
OMIM:300147	prostate cancer	No	MGI:1328317	three prime repair exonuclease 1	22040	Chr9 59.63 cM		0.41
OMIM:300147	prostate cancer	No	MGI:107655	interferon gamma receptor 1	15979	Chr10 8.49 cM		0.4
OMIM:300147	prostate cancer	No	MGI:96654	potassium voltage-gated channel, shaker-related subfamily, member 1	16485	Chr6 61.57 cM		0.39
OMIM:300147	prostate cancer	No	MGI:102949	forkhead box N1	15218	Chr11 46.74 cM		0.38
OMIM:300147	prostate cancer	No	MGI:5304470					0.37
OMIM:300147	prostate cancer	No	MGI:104719	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	15531	Chr18 34.38 cM		0.36
OMIM:300147	prostate cancer	No	MGI:5295153					0.35
OMIM:300166	microphthalmia	No	MGI:88059	amyloid beta (A4) precursor protein	11820	Chr16 46.92 cM		0.82
OMIM:300166	microphthalmia	No	MGI:2450860					0.81
OMIM:300166	microphthalmia	No	MGI:3487250					0.8
OMIM:300166	microphthalmia	No	MGI:4819715					0.79
OMIM:300166	microphthalmia	No	MGI:2149946	golgi associated PDZ and coiled-coil motif containing	94221	Chr10 26.54 cM		0.77
OMIM:300166	microphthalmia	No	MGI:2443308	microcephaly, primary autosomal recessive 1	244329	Chr8 10.24 cM		0.76
OMIM:300166	microphthalmia	No	MGI:3590546					0.74
OMIM:300166	microphthalmia	No	MGI:3819431					0.72
OMIM:300166	microphthalmia	No	MGI:3040270					0.71
OMIM:300166	microphthalmia	No	MGI:1276116	E1A binding protein p300	328572	Chr15 38.16 cM		0.7
OMIM:300166	microphthalmia	No	MGI:97613	phospholipase C, beta 1	18795	Chr2 65.66 cM		0.68
OMIM:300166	microphthalmia	No	MGI:95688	growth differentiation factor 5	14563	Chr2 77.26 cM		0.65
OMIM:300166	microphthalmia	No	MGI:1313268	chordin	12667	Chr16 12.51 cM		0.64
OMIM:300166	microphthalmia	No	MGI:1917057	tripartite motif-containing 32	69807	Chr4 34.43 cM		0.63
OMIM:300166	microphthalmia	No	MGI:3764733					0.62
OMIM:300166	microphthalmia	No	MGI:1096879	frataxin	14297	Chr19 19.39 cM		0.59
OMIM:300166	microphthalmia	No	MGI:87983	alkaline phosphatase, liver/bone/kidney	11647	Chr4 70.02 cM		0.57
OMIM:300166	microphthalmia	No	MGI:96778	lectin, galactose binding, soluble 3	16854	Chr14 24.6 cM		0.56
OMIM:300166	microphthalmia	No	MGI:1346036	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting 1	23988	Chr9 7.6 cM		0.55
OMIM:300166	microphthalmia	No	MGI:2388992					0.54
OMIM:300166	microphthalmia	No	MGI:1891158	T-box 19	83993	Chr1 72.47 cM		0.53
OMIM:300166	microphthalmia	No	MGI:2384876	cell division cycle 73, Paf1/RNA polymerase II complex component	214498	Chr1 62.52 cM		0.5
OMIM:300166	microphthalmia	No	MGI:98506	transcription factor 4	21413	Chr18 43.23 cM		0.48
OMIM:300166	microphthalmia	No	MGI:96765	low density lipoprotein receptor	16835	Chr9 7.87 cM		0.44
OMIM:300166	microphthalmia	No	MGI:1289263	coiled-coil domain containing 39	51938	Chr3 16.32 cM		0.42
OMIM:300166	microphthalmia	No	MGI:2385368	Fraser extracellular matrix complex subunit 1	231470	Chr5 47.29 cM		0.41
OMIM:300166	microphthalmia	No	MGI:4429554					0.4
OMIM:300166	microphthalmia	No	MGI:97623	proteolipid protein (myelin) 1	18823	ChrX 59.1 cM		0.39
OMIM:300166	microphthalmia	No	MGI:1918089	purinergic receptor P2Y, G-protein coupled 12	70839	Chr3 29.01 cM		0.37
OMIM:300166	microphthalmia	No	MGI:104554	melanogenesis associated transcription factor	17342	Chr6 45.05 cM		0.36
OMIM:300200	X-linked adrenal hypoplasia congenita	No	MGI:3766128					0.82
OMIM:300200	X-linked adrenal hypoplasia congenita	No	MGI:5292655					0.75
OMIM:300200	X-linked adrenal hypoplasia congenita	No	MGI:1352460	nuclear receptor subfamily 0, group B, member 1	11614	ChrX 39.67 cM		0.7
OMIM:300200	X-linked adrenal hypoplasia congenita	No	MGI:3056730					0.66
OMIM:300200	X-linked adrenal hypoplasia congenita	No	MGI:99140					0.6
OMIM:300200	X-linked adrenal hypoplasia congenita	No	MGI:5774445					0.55
OMIM:300200	X-linked adrenal hypoplasia congenita	No	MGI:98737	thrombospondin 1	21825	Chr2 59.34 cM		0.52
OMIM:300200	X-linked adrenal hypoplasia congenita	No	MGI:1354710	ATPase, aminophospholipid transporter-like, class I, type 8A, member 2	50769	Chr14 31.49 cM		0.43
OMIM:300200	X-linked adrenal hypoplasia congenita	No	MGI:1277953	retinitis pigmentosa 2 homolog	19889	ChrX 15.83 cM		0.4
OMIM:300200	X-linked adrenal hypoplasia congenita	No	MGI:1914762	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	67512	Chr2 18.96 cM		0.36
OMIM:300209	Simpson-Golabi-Behmel syndrome	No	MGI:109198	eukaryotic translation initiation factor 4E binding protein 2	13688	Chr10 32.21 cM		0.84
OMIM:300209	Simpson-Golabi-Behmel syndrome	No	MGI:104903	glypican 3	14734	ChrX 28.74 cM		0.73
OMIM:300209	Simpson-Golabi-Behmel syndrome	No	MGI:2679260	crumbs family member 2	241324	Chr2 24.19 cM		0.72
OMIM:300209	Simpson-Golabi-Behmel syndrome	No	MGI:5555957					0.67
OMIM:300209	Simpson-Golabi-Behmel syndrome	No	MGI:96573	insulin II	16334	Chr7 88 cM		0.57
OMIM:300209	Simpson-Golabi-Behmel syndrome	No	MGI:3763892					0.48
OMIM:300209	Simpson-Golabi-Behmel syndrome	No	MGI:98297	sonic hedgehog	20423	Chr5 14.39 cM		0.47
OMIM:300209	Simpson-Golabi-Behmel syndrome	No	MGI:99499	desmoglein 3	13512	Chr18 11.39 cM		0.46
OMIM:300209	Simpson-Golabi-Behmel syndrome	No	MGI:2448554	neurobeachin-like 2	235627	Chr9 60.27 cM		0.45
OMIM:300209	Simpson-Golabi-Behmel syndrome	No	MGI:4839652					0.41
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:892977	solute carrier family 26 (sulfate transporter), member 2	13521	Chr18 34.41 cM		0.83
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:1194497	TGFB-induced factor homeobox 1	21815	Chr17 41.87 cM		0.8
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:88064	androgen receptor	11835	ChrX 42.82 cM		0.78
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:3574626					0.77
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:105089	hydroxysteroid (17-beta) dehydrogenase 4	15488	Chr18 27.24 cM		0.65
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:4439296					0.64
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:1921765	CDK5 regulatory subunit associated protein 1-like 1	68916	Chr13 12.93 cM		0.63
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:98553	T cell receptor alpha chain	21473			0.62
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:96285	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	15567	Chr11 46.18 cM		0.58
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:104785	myosin VI	17920	Chr9 43.98 cM		0.55
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:5292655					0.53
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:4454329					0.5
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:5699837					0.49
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:95499	Fc receptor, IgG, low affinity IIb	14130	Chr1 78.02 cM		0.47
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:96646	jun proto-oncogene	16476	Chr4 43.34 cM		0.4
OMIM:300210	non-syndromic X-linked intellectual disability	No	MGI:5521540					0.39
OMIM:300215	lissencephaly	No	MGI:1891428	protocadherin 15	11994	Chr10 37.43 cM		0.84
OMIM:300215	lissencephaly	No	MGI:5906237					0.83
OMIM:300215	lissencephaly	No	MGI:1261423	caspase 8	12370	Chr1 29.19 cM		0.82
OMIM:300215	lissencephaly	No	MGI:96990	major intrinsic protein of lens fiber	17339	Chr10 76.49 cM		0.8
OMIM:300215	lissencephaly	No	MGI:101764	cyclin-dependent kinase 5, regulatory subunit 1 (p35)	12569	Chr11 47.94 cM		0.79
OMIM:300215	lissencephaly	No	MGI:97076	myeloproliferative leukemia virus oncogene	17480	Chr4 54.61 cM		0.78
OMIM:300215	lissencephaly	No	MGI:1931295	RAB27B, member RAS oncogene family	80718	Chr18 43.89 cM		0.75
OMIM:300215	lissencephaly	No	MGI:1859211	interferon regulatory factor 6	54139	Chr1 97.6 cM		0.72
OMIM:300215	lissencephaly	No	MGI:4843140					0.71
OMIM:300215	lissencephaly	No	MGI:4819713					0.69
OMIM:300215	lissencephaly	No	MGI:2444169	leiomodin 3 (fetal)	320502	Chr6 44.92 cM		0.68
OMIM:300215	lissencephaly	No	MGI:3813492					0.66
OMIM:300215	lissencephaly	No	MGI:98352	superoxide dismutase 2, mitochondrial	20656	Chr17 8.75 cM		0.65
OMIM:300215	lissencephaly	No	MGI:1351343	glutamate receptor, metabotropic 6	108072	Chr11 30.93 cM		0.64
OMIM:300215	lissencephaly	No	MGI:102949	forkhead box N1	15218	Chr11 46.74 cM		0.63
OMIM:300215	lissencephaly	No	MGI:96968	mesoderm specific transcript	17294	Chr6 12.53 cM		0.62
OMIM:300215	lissencephaly	No	MGI:5462362					0.61
OMIM:300215	lissencephaly	No	MGI:103013	calcium channel, voltage-dependent, L type, alpha 1C subunit	12288	Chr6 55.86 cM		0.59
OMIM:300215	lissencephaly	No	MGI:5828596					0.58
OMIM:300215	lissencephaly	No	MGI:5468020					0.56
OMIM:300215	lissencephaly	No	MGI:107178	H6 homeobox 1	15371	Chr5 18.14 cM		0.54
OMIM:300215	lissencephaly	No	MGI:5605721					0.51
OMIM:300215	lissencephaly	No	MGI:1338010	hypermethylated in cancer 1	15248	Chr11 45.76 cM		0.48
OMIM:300215	lissencephaly	No	MGI:1338036	BPI fold containing family A, member 1	18843	Chr2 76.15 cM		0.43
OMIM:300215	lissencephaly	No	MGI:101909	G-protein coupled receptor 12	14738	Chr5 85.23 cM		0.41
OMIM:300215	lissencephaly	No	MGI:5311352					0.39
OMIM:300215	lissencephaly	No	MGI:3521942					0.38
OMIM:300215	lissencephaly	No	MGI:88442					0.37
OMIM:300215	lissencephaly	No	MGI:102720	endothelin receptor type B	13618	Chr14 53.05 cM		0.36
OMIM:300215	lissencephaly	No	MGI:5524232					0.35
OMIM:300243	Christianson syndrome	No	MGI:3714521					0.83
OMIM:300243	Christianson syndrome	No	MGI:3052552					0.66
OMIM:300243	Christianson syndrome	No	MGI:97292	nebulin	17996	Chr2 29.98 cM		0.62
OMIM:300243	Christianson syndrome	No	MGI:1278313	cochlin	12810	Chr12 22.11 cM		0.6
OMIM:300243	Christianson syndrome	No	MGI:2443511	solute carrier family 9 (sodium/hydrogen exchanger), member 6	236794	ChrX 30.06 cM		0.55
OMIM:300243	Christianson syndrome	No	MGI:1345138	sprouty RTK signaling antagonist 2	24064	Chr14 56.16 cM		0.54
OMIM:300243	Christianson syndrome	No	MGI:6111354					0.42
OMIM:300243	Christianson syndrome	No	MGI:2673317					0.41
OMIM:300243	Christianson syndrome	No	MGI:103289	avian reticuloendotheliosis viral (v-rel) oncogene related B	19698	Chr7 9.93 cM		0.38
OMIM:300257	Danon disease	No	MGI:97930	retinaldehyde binding protein 1	19771	Chr7 45 cM		0.81
OMIM:300257	Danon disease	No	MGI:5523924					0.75
OMIM:300257	Danon disease	No	MGI:96748	lysosomal-associated membrane protein 2	16784	ChrX 22.67 cM		0.74
OMIM:300257	Danon disease	No	MGI:2180307	HPS5, biogenesis of lysosomal organelles complex 2 subunit 2	246694	Chr7 30.56 cM		0.68
OMIM:300257	Danon disease	No	MGI:5908457					0.61
OMIM:300257	Danon disease	No	MGI:2143599	TRAF3 interacting protein 2	103213	Chr10 20.86 cM		0.57
OMIM:300257	Danon disease	No	MGI:4360795					0.48
OMIM:300257	Danon disease	No	MGI:97583	phosphoinositide-3-kinase regulatory subunit 1	18708	Chr13 53.92 cM		0.44
OMIM:300257	Danon disease	No	MGI:3831323					0.41
OMIM:300260	syndromic X-linked intellectual disability Lubs type	No	MGI:3815539					0.81
OMIM:300260	syndromic X-linked intellectual disability Lubs type	No	MGI:894689	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	22627	Chr11 45.92 cM		0.72
OMIM:300260	syndromic X-linked intellectual disability Lubs type	No	MGI:5524079					0.69
OMIM:300260	syndromic X-linked intellectual disability Lubs type	No	MGI:104663	leptin	16846	Chr6 12.3 cM		0.67
OMIM:300260	syndromic X-linked intellectual disability Lubs type	No	MGI:101900	matrix metallopeptidase 14 (membrane-inserted)	17387	Chr14 27.79 cM		0.55
OMIM:300260	syndromic X-linked intellectual disability Lubs type	No	MGI:2449205	nuclear receptor subfamily 1, group D, member 2	353187	Chr14 7.08 cM		0.53
OMIM:300260	syndromic X-linked intellectual disability Lubs type	No	MGI:1289263	coiled-coil domain containing 39	51938	Chr3 16.32 cM		0.5
OMIM:300260	syndromic X-linked intellectual disability Lubs type	No	MGI:3815538					0.49
OMIM:300260	syndromic X-linked intellectual disability Lubs type	No	MGI:1335098	ligase IV, DNA, ATP-dependent	319583	Chr8 4.52 cM		0.38
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:88175	mannosidase, beta A, lysosomal	110173	Chr3 62.65 cM		0.83
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:103302	bone morphogenetic protein 7	12162	Chr2 95.54 cM		0.73
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:109330	paired like homeodomain factor 1	19127	Chr11 30.95 cM		0.69
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:2138987	solute carrier family 4, sodium bicarbonate transporter-like, member 11	269356	Chr2 63.24 cM		0.66
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:5806869					0.64
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:5883022					0.62
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:97611	plasminogen activator, urokinase	18792	Chr14 11.53 cM		0.61
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:103248	polyhomeotic 1	13619	Chr6 57.52 cM		0.6
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:3758075					0.58
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:3057168					0.57
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:5762985					0.51
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:97473	phenylalanine hydroxylase	18478	Chr10 43.64 cM		0.49
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:96698	keratin 1	16678	Chr15 57.06 cM		0.43
OMIM:300271	non-syndromic X-linked intellectual disability	No	MGI:1278336	cyclin-dependent kinase-like 5	382253	ChrX 73.95 cM		0.36
OMIM:300291	hypohidrotic ectodermal dysplasia	No	MGI:1913283	deoxyribonuclease II beta	56629	Chr3 72 cM		0.84
